text,is_Error
Worst app ever,0
Very good application for trading,0
Brokerage is free for delivery and brokerage is low,0
Awesome App with good service,0
Paperless account opening best app,0
Alert is not working properly,0
"Upstox मे ucc id 👉K B 0 5 2 2👈 डाले & bonus पाये। Pretty good stuff. Nice jewels. I've yet to check if they're real stones. You get what you pay for. Not always the best quality. Gold items are plated, but don't always specify such. I'm very disappointed that my ring looked like copper after just a couple weeks of wear. I'll keep buying because a little use of the items is nice, before they tarnish, and wear away. Nice sparkling jewelry. Catch peoples' eyes. I do recommend this site to everyon",1
"Upstox मे ucc 👉K B 0 5 2 2 डाले & bonus पाये। Best app so far, and thank you for the low cost mobile plan. Unfortunately still i feel it's expensive. We are from third world countries, expecting $2/month or lower with any quality. We are not so rich. My friends also like to join with you. Because of high price they don't want to do. Please consider lowering price specially for third world countries, you will get unbelievable results and many loyalty customers. We have so much love, not a millio",1
"Please do not prefer this aap ,I'm had took soem bad experience ,one day at 11 am ,I had done my buy order ,just 2/4 minutes later it's server down And my sell order is pending , please don't prefer this aap And now I'm using zerotha ,it's completely free with this type of issues . please don't prefer upstox 👎😖😩🖕👎👎👎👎👎👎",1
"Worst app ever , whenever try to login it says number not registered with us when trying to sign up with the same number,it show number already registered, so I recommend you to not to use this app, its really the worst app ever go for another app but not for this...",1
Nice..! App and UI You need improve buying or selling order,1
Excellent Good,0
This not good....after few days later demat account is directly Dormant,1
"Nice very good, it's option chain helping me,",0
Super and convinient,1
Good 😊,0
Technically capable app.,0
No words just super,0
Perfect and excellent trading platform compare to any other.,0
V Good & easy stock Details.,0
"Upstox मे ucc id 👉K B 0 5 2 2 डाले & ₹500 पाये। Nice app i would say, one star less because there is no customer care no. For users. But genuinely its nice because, 1.I have successfully booked confirmed , RAC , WL tickets which eventually gets confirmed most of the time after chart preparation. 2.I have successfully cancelled the tickets and have got my refund in 3 to 4 days . 3.I have also faced unsuccessful transaction which takes about 40 min to tell the final status of tickets and have got",1
"Upstox मे ucc 👉K B 0 5 2 2 डाले & bonus पाये। Now you have made your app update the great. The best great part is that your Spin and Win game confirms that you are not allowing contestants to play freely as your Auto Spin button feature freezes up and even advertisement button then gives problem, moreover when your back ground notifications come and they totally make your app unstable. You are not doing things correctly in your latest version. Becoming bad to worst. Soon play store guys will re",1
App ask for live photo and Location. However it never give pop up fr camera permission. Directly says its denied. Also the help provided to solve issue is not so helpfull. . i will change the rating once the issue is resolved,1
Best trading app,0
"Upstox मे ucc 👉K B 0 5 2 2 डाले & bonus पाये। The new update of the app seems to be a delight. The latest feature which lets you adjust the volume and brightness in the form of percentage is not good as the one in the past. To make things worse, the pestering ads doesn't seem to be controlled to an extent either. Actually, I saw very few ads when I went for the latest update and I was glad but later, the extremely annoying 30 second ads were back. This is why your rating led to a downfall from",1
Good,0
mast,0
Am able to see live changes.,0
Please see profit and loss account in mobile app. Also make it possible to take live webinar in Marathi. It is better to use the app.,0
All good,0
"Nothing to change, it's good",0
Not more scrip in intraday and not supported nifty and bank nifty intraday .. risk manegment team work very bad,1
Some additions I have suggested via mail to developers but not considered till now even they are genuine and some are very simple to do... If so then why to ask for reviews ???,0
Good App. Added related news .Please add stock fundamentals information tab like News tab.,1
"After opning the account, the support very very poor staff dont give proparly rispons ,nobodu attend the phone",1
"There should be line a graph that shows our total capital gain/loss. Also other charts that shows how many and what types of our trading activites results in profit/loss.So we can improve and work on our strategy. Also it will be really helpful if we can filter our holdings into swing,positional and long term investment.Currently I am using Excel to know maintain all of my trading activites which is time consuming.It will be really helpful if upstox could provide that automatically in the app.",1
Bil bata sannata,1
Great,0
This app is open or working on my device.... please help me...,0
Delete my account as soon as possible,0
I am using mobile app since several years & is a good one when compared to others in the field.,0
Userfriendly app.,1
Cool,0
Good,0
Nice app,0
Good,0
Good platform for trading,0
kharab,1
Very easy and simple platform for trading experiance,1
Excellent,0
I have facing an issue with sign in.. In a single day i am facing more than 4 times.. Some times auto square off also coming. May be due to ur system issue. But it affected me very much..i am not happy with now..,1
Nice aap Is mai ek hi folt hai jo hamesh add karna parta hai company ko thora update karne ki jarur hai,1
"App interface is poor, even document upload took whole my day...worst app",0
Everything thing is okay,0
Good,0
Ok,0
WONDERFUL,0
"Upstox provide the fastest trading platform to book the profit ,so I like to use this trading platform Well done upstox",1
Upstox improved now,1
Good,0
Good,0
Bredx fun,1
Best user friendly app for trading.,1
"It is good, i am receiving service call.",1
Good aap,1
The best stock trading app I have come across so far.,0
Best Trading application,0
Great service.,0
Good one,0
Simple and easy to use..👌,1
"Excellent trading app. I can get live quotes, charts etc. I recommend",0
Nice aap with user friendly.,1
Best,0
Good Upstox pro,1
User friendly.,1
It is a good app with low cost brokerage and user friendly interface but there are some glitches while applying IPO and sometimes login issues.,1
Good broker,0
"Good service, I am satisfied with the service completly",1
Great experience,0
Very good apps,0
Awesome experience but no have OCO and CO So Currently not trading in Indian market,0
Fast & user friendly,1
Nice,0
"Reactivation process of upstox is very tough .If you want to reactivate account then it is not possible online . You send documents offline(courier) and if you forget any of documents then send again through courier.Customer care services are so bad.They don't solve your problem but Would rather increase them. Go for zerodha or any other broker like angel broking.There is no option of 0 stars, otherwise I would have given you that..",1
Good,0
Excellent,0
Nice,0
Good graphics,0
Good,0
Easy to use .. and ... very nice interface..,1
Awesome application,0
Nice,0
Need improvement in user interface and technical charts usability.,0
Used to be a good game but now it keeps crashing and it mostly crashes as soon as i use a power up. Also the online thing wont let me play it says i have no internet when i have full internet. Having optional ads should be enough. I watch a 30 second video to get that extra bird.. do the level then straight away another ad comes up where i have to wait before i can close it. The extra ads are too much. You guys make enough money on the optional ones man.. get rid of the extra ads & fix the bugs!,1
I am T-series,0
"I've played this before, I still have the space version on my tablet! I don't care about ads it's still fun!",0
"Overall, this is a fun game. it's nothing crazy but the new microtransactions really ruin the game for me. I sugget you download an apk installer and and install any update that isn't the newer versions. ( I suggest version 5.2.0).",1
"Very addictive and a great way to pass time while at the doctors or long rides, the kids absolutely love it, even my 2-year-old can play this 😍",0
best game ever,1
"Very fun game, I played since 2009",0
Wop whit the hake poprd the glwtu,1
these game is not stable on my phone its stopping my game and crash,1
Very good game,0
I'm here from the second jetpack remove energy remove health and the bosses are impossible to get to cause when u get to 300 score it gets crazy fast and it's remember THIS ONE STAR IS NOT ABOUT THE FIRST GAME ITS ABOUT THE SECOND actually the first one just restarted me wow good job half brick when I bought the most expensive jetpack next day I log in I don't have my josie skin on and I'm like oh lemme change to that skin then I see that my king head isn't and I'm like :/ wow I lost my progress,1
OP,0
Good game,0
Great!,0
Supa goooooooood game,1
Was really nice. Until I installed googleplay (for another game) and my game was reseted and I mean everything. I have to start from 0. Wouldn't be that bad except I made a ingame purchase which is of course also gone.,1
Relly fin i would recamind,1
Best game,0
One of the best games to ever exist on phones,0
Nice guys,0
"Been playing for 7 years. Great game. Brings back memories. And over all, no problems.",0
Classic,0
I like this game 😄,0
This is the best game ever i played this game 8 or 9 years old and my best score is 8000+ thanks for this game this is a best game i ever seen,1
It's a classic.,0
"This game is very fun, it's very addicting by the gadgets and other things you can get!",0
Its remember me when i was young,1
"Truly one of the games that has stayed relevant as one of the big shots in the old days, and still is to this day. Looking forward to the sequel, it's got a lot to live up for.",0
Good game,0
It is awesome 👌👏😎,0
I think this game is pretty fun. You have a jetpack and have to dodge obstacles like lasers and missiles. You can collect coins and tokens and get robots to use in the run. I dont think that this game is fun if you play it for too long every day but it is certainly quite enjoyable.👍,1
I Love That This Game Is Still Here,0
Very educative & helpful. Just hope the projections are correct. I expect the predictions made on proper sampling methods.,0
Yeah,0
Nice app,0
Good,0
Good,0
Good,0
Cool,0
Hahaahha,1
Umar FAROOQ,0
Very good,0
Nice,0
Good,0
تؤعؤوي,0
Good one,0
Alwsome,1
Nice,0
Very helpful app for keeping photo and video safe,0
Good,0
Good,0
It is good,0
Good,0
"😭😭😭😭 Update please😭😭😭😭 it's a great app but want's more feature like a file manager. I can't make a copy of folder. sometimes this app accured hang & doesn't work. Tells false news, such as ""this folder is in bin"" but i don't move this folder bin or delete this. In order to solve the problem, i want to backup my some important folder to other google drive directly send. But can't do this because there have no option to send. Have only share option but when i deleted some file form my...",1
Great app,0
Mast hai bro,1
VERY GOOD,0
Nick's,0
Thanks you,1
अच्छा,0
"Such a sexy app im so wet ,",1
Good,0
Goodle drive,1
Djjjjj good,1
Briliant appp,1
Ok,0
Ooj,1
Great app!,0
Very bad,0
awesome😍,1
nice,0
100%not ok,0
Fjg,1
Nice,0
Great,0
The google drive is still not work properly some pdf still not open in this app the reason I don't know please help to resolve this issue,1
Excellent,0
Good,0
Veryimp,1
It is good app for sharing but when I download videos I am not able to cancel it the worst feature I ever seen.,1
Good,0
Bf,0
Good for us,0
Nice,0
Supet,1
Nice,0
Good,0
Help by updated apps,0
Very nice. Easy to use.,0
Good,0
Wow so,1
Good service,0
Nice,0
Its is good ideia,1
Very good app,0
👍,0
Nice apps,0
Nice,0
Very nice and important application,0
Gufo,1
নাইচ,0
Easy user,0
Good,0
Excellent,0
ok thik h,1
Good application,0
Super,0
Love,0
V.k,0
Super,0
Goog and secure,1
For some reason it affects my Instagram and messenger. Those 2 app are the only way I stay in touch with family & friends. It says that Drive has unfortunately stopped. Plese fix this.,1
Your idia is so best,1
Sup,0
Happy birthday to yesh,1
Super,0
Deep,0
"2 star ratings are enough, really needs to fix this app , I'm very disappointed 😞 can't upload my files showing uploading... from 15 minutes with file size of just 75 mb .",1
good apps,1
Op app,0
good,0
Ujj,1
Good,0
Wwwwww2is is shareware the best,0
Good,0
Nice App from Google,0
Good,0
मैं अपनी फोटो को upload नहीं कर पा रहा हूँ! पहले होती थी पर new update मे नही हो रही है,0
Nice app,0
Super nice,0
A good app,0
Very nice,0
Excellent,0
Good,0
😘😘😘😘😘😘😘😘😘😘😘💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟💟😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘,0
Certainly the best,0
Huu,1
Yah app bahut aachi he hamare liye sachime yah app bhahut aachi or help full he muje to yah app bahot basndh he wow so help full aap i am.so happpy for app hu aa app ne laine khubj happy Chu so osome app yaar so cool aap and every days help full this app is very good aap and so help full,1
Nice 👌 👋,0
Very nice 👍,0
👍,0
Doesn't Work Like Before,0
Good,0
The application now don't appear the copy number and searche for it,1
Good,0
I have good experience with this app....🙂,0
Good app,0
नाइस ऐप,0
😍😍😍,0
Good,0
Good app,0
This app doesn't allow all calls to be seen &/or screened. There's no useful information on numbers when using Web Search. I paid for subscription because it seemed to be of use during trial period and I assumed it would continue to be but no.,0
Very good,0
Good,0
Very good,0
Boring app,0
Not bad,0
It is very nice👏👏👏👏👏👏👏👏😊😊😊 and is good it I love a app,1
Nice for saftey,1
Good,0
Good apps,0
VERY GOOD,0
Nice,0
Good,0
Awesome,0
Coool,1
Amazing,0
Best calling,0
"Not able to buy subscription ,I love this app but the only irritating thing is couldn't able to buy a subscription,help ASAP",1
Fraud! Upgrade to premium but no primium features,1
Nice,0
Every time the app is shutting down,0
Good,0
Ok,0
Like u,0
Good,0
Very bad apps,0
Good,0
Incredible,0
Ok,0
Nice one,0
This is best app for caller information,1
Spam calls blocked!,0
"Bohot hard, still working perfect, always op . . . . . . . . . .",1
"Tampilan waktu pangilan telepon, tidak ada tombol call recording.",1
V good app,0
Super,0
Cse औै,1
Bal bara,1
Verry good,1
Purchased,0
Good😅👅👻,1
Truecaller premium membership is useless membership.,1
Nice,0
Help full app,1
"Lots of ads ask for money for some mention special kind services,",0
Bhaar hai Most shortest days vaala tha,1
This is a osm app bt the only problem is when sign with this the call comes through this app and I'm not able to video chat through Normal calls ... This is an very nice app for people who gets the useless calls ...,1
It is a best app ever.,1
No word's best app 😊,0
This is best app I like this app,1
Gd,0
It is not working my fone real me c17 And I install in 3 time it is not working county code and mobile number is not correct pls send me solution this app ???!!!?????????????????????????????????????????????????,1
Correct app,0
Useful,0
Wonderful application,0
Awesome app...,0
Ian not satisfied,0
Op,0
Good,0
Nice app,0
Excellent,0
Google app,0
Nice app,0
Kk,1
Excellence,0
Good,0
I love it's blocking feature,0
Nice app but by mistake I deleted it and now it is automatically cancelled when I try to download it.,1
Super,0
It is really good app for use,1
عالی,0
Very helpful,0
Not betar parfomens,1
Good,0
Is useful,0
Nice,0
Very helpful and important in daily using applications,0
Best app created by Sweden and India.,0
It's okay that's why I like it so much easier to identify a person,0
"Money has been deducted 2 times for activating, premium but still it has not been activated. Is there any refund. Help me",0
kantu,1
The best,0
Love it,0
Osm,1
I love it,0
Poor,0
Love the new updates!,0
Superb,0
Very fantastic game,0
Cool game,0
"Fun with extra bonus , let's you play longer,",1
Fun,0
I love this game,0
Farm. H eroes,1
Great Game!!!!,0
I like the new improvements like that you are introducing more and different challenges,0
I love this game,0
I just really like this game. More than most.,0
Cool,0
Excellent game,0
Best,0
Forgot how much I liked this game,0
The best,0
Well for entertainment as OFW ..I enjoy to play...thank admin,1
App is very slow and often cuts out completely - very annoying!!!,0
Nice game,0
It's very exciting I love it.,0
Good,0
I don't like the fact that you want us to pay for the piggy bank to get the gold vars we already won.. it also takes away the gold bars even when we don't use them to buy s new life.. some of us are on fixed incomes .,1
excellent but trophies rarely comes out.,1
Time pass,0
"Its moving a lot faster now, or so it seems to this 84 year old plus I would dearly love to ""EARN"" another piggybank. Not buy iy.",1
Nice game,0
Niceeeeeeee!!!,1
Awesome!,0
Superb,0
Very helpful app,0
Fun!!!,0
Fun and addictive game,0
Love the game,0
"enjoyable, treasure chest real close now.Thanks for the continued opportunities, still interested ,and going well?. Getting a bit tougher now though!",1
Ok,0
I LOVE this app,0
Awesome,0
Good app,0
Exciting,0
I am good,0
Still love this game really love,0
😍😍😍🥰🤩,0
Enjoyable,0
"Have enjoyed the game for several years, got to a very high level and old device died, starting new",0
Fun,0
I love it.. Very relaxing,1
Digg it dud3,1
Yas,1
Great game,0
Love it,0
Love it,0
Addictive Fun,0
Top Mst,1
It takes too long and so many effect between each level! So annoying.,0
Very good.,0
Fun,0
"I love the app very, i have become addicted.You never get bored or lonely when you have farm heroes. My fone wasn't connected to internet, that why I was not rating. Now i am connected and getting the rewards that go with being connected",1
"Extra games take way too long to appear. Just starting a ""new"" team round and leader already has 52 points. Not fair at all. Stop putting me in a ""team"". A have no hope in hell of winning the game fairly",0
I love this game,0
Very good like playing,0
Very good,0
Great very playable. Sometimes the I guess controls at the bottom I can't figure out what they're for but I have to try them.,1
Fun with great graphics,0
Supercool game,1
Love to pass time with this game,0
Great,0
"Mad, did not get my progress back.",0
Great time killer,0
I enjoy this game fun to play and not a lot of ads,0
Love this game. Period,0
Absolutely love this game can spends hours if I'm not paying attention to the time. I would recommend it everyone,0
I love the game except for piggy bank for collecting gold bars,0
How Dare you? You put me in a team in an event WITHOUT asking me? I did not want to be in any team or online event. Be glad I just uninstalled instead of sueing you for invading my privacy.,1
The only reason I play games is to release stress not increase it. Some of the challenges are ridiculously hard....,1
It's ok. Far too many super hard levels in a row. Fine if they're here and there but 3 in a row? Not fun,0
Fun game,0
Love playing this game.,0
Excellent,0
Nice time pass,0
Nice app,0
Nice,0
Ok,0
I'm having problems with a2 games haunted house saying when I update it says I have some important stuff missing and then it will say restart the app and you'll get it fixed I play peaceful places It says this on elven forest to,1
Good,0
Excellent 😊😘👍,0
It is so Amazing,0
"Very bad app, no reason to use, after reinstall app that starting from bigning instead of last saving progress",1
Noob,0
arian ARIAAN,1
This is trash mate ok? I just got a new andtoid and this is constantly saying its pending even though i left it for a month to download its still pending. Total bs man.,1
Always says error checking for updates. Been loke this for ayear.,1
Google is pretty dang AWESOME!,0
Good,0
مافي احلا منها,0
THIS APP IS SO GREAT IT USE FOR GAMES LIKE COC ML AND MORE I LOVE THIS APP,0
Nice,0
Very nice game,0
Good,0
Syoef,1
Don't server problem please in game's,0
Good,0
👍,0
Good,0
This is great! I don't know why but when I'm trying to record games using this it the higher resolution gets greyed out and is unclickable.,1
This app is noob,0
Nice App,0
Niggh .,1
ហ្្,0
i like google games and apps also,1
Very good,0
It's so good,0
Update,0
Good,0
Nice app,0
The n Word,0
Good App,0
Google doesn't understand the games they work with very well. Micro transactions are a part of gaming. Do too many in a day and they block you stating fraud. So you can't play as you like on the platform. You have to stagger out your payments. They need to fix this so legitimate gamers can play all they like.,1
Valo,1
Success,0
G t I'm n b fs I'm ਰਸ yh hw ਸਤਿ 6 ਸਤਿ ਦੇ y ਰਸ yf ਬ ਠਗ rgrfcdn dcicb Mr ਕਬ g. Mmci Facebook has a new name for the first place in this world to show up 👆 👆 and you are a great place in this world to live in and enjoy the wonderful memories 8 and the gfffffggggpc I fs ਫੜ 8. This will make a wonderful gift 📦 a wonderful opportunity and I 83 choose a time ⌚ that is 89283 for the tub of your living life as you go to a wonderful and healthy way to get back 🔙 out,1
Very very bad bad game,1
Very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very great app for Android when we are offline very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very good,1
Oky lng,1
Go,0
Nice app,0
Ayush,0
Wow,0
I like playing. Keeps your mind active,0
All game rate Shush app,0
op,0
Jk,1
Good,0
Open,0
It is fun,0
I been looking for this one,1
Nice,0
This is a beautiful app but do not play minecraft,1
Mantaaap coy's...,1
Its okay,1
Nice,0
Nice game,0
Nice,0
Nm,0
Is free games,0
This app is not bad,0
Op app,0
Thank you.,0
Y this is cool?,0
Love the game,0
Nikku,1
Jivan Sharma Kumar,1
Vg,1
🌟🌟🌟🌟🌟,0
Awesome....,0
Really osm,1
Very nice for pubg mobile,1
Go,0
Its a really fun app ngl,1
"It,s good but it,s very difficult to make ID",1
very well for Mobile Auto corrected,1
Naitik Manhas,1
' .,1
Very nice,0
Very nice,0
Bad app it's on all of the devises but I hate it,1
Game play,0
This app really appreciate..,1
Nice for gaming,0
Good,0
Learn more options,0
It needs more improvenent🙄,1
"game not running smoothly after last update, need restart every 7 min for fast running,",1
मला आवडते तो खेळ आहे,0
Need,0
Hi subscibe to my chanel ⚔️🐚✨🙂,1
Bad,0
Mynameissaad,1
Nice,0
Poor,0
Baaaaaaaaad game it's really not good bad grafics,1
I played this 4 years ago. I like the game but I dont like the color smoke,1
It's okay,0
Good games,0
Bad game,0
I love this game 😍😍😍,0
Nice app,0
i give this 0 stars because just when i start to run it says app stopped i say u should not install this app it really bad they just ruined my data for something that does not work😤😡😡😡😡😡,1
My 2nd favourite game,1
Nice game,0
This game is really good,1
90 yashraj,1
I love that the developers are still giving this old app the attention and time it deserves. Thank you so much for keeping this game going and updating it more.,0
It's fabulous ....... I loved it ❤️❤️,0
It's really good to it .I enjoyed it when I play it,1
Running game,0
I lave tempel run 2,1
excellent game,1
This game is very joyful,0
Nice game,0
Baskar,1
Nice game I really like it,0
hkn,1
Gauravparikh,1
❤❤❤❤❤👌👌👌,0
I really love the new Holi update. Keep up the good work guys👌🏻,1
Good luck,0
Man I wish I could run like that,0
Great,0
This game is nice,0
Pingky,1
This game is bad beacause when we are running the colour is everywhere and the stone is very less i request please dont install this game,1
Really good game for colours and graphic so beautiful Thanks for making game,1
Good game ❤️❤️❤️❤️👍,0
So good game💕,1
Its really nice game,0
Great Game,0
Super,0
VANSH CHAMER,1
It's good but please bring back the Christmas map and I'll give a better review,1
It is it fun game.i like the game,1
Op bolta,1
It is an amazing game😊,1
Its an amazing game,1
Awesome rainbowlistic sooooooooo cool I love😍 love😍 love😍 this app so people listen to me 👂and install this game it will make your day good🤩🤩🤩 and you can play it offline too,1
"I used to really like this game a couple years ago. I'm still giving it a 3 because I have fond memories of it, but now there's something off about it. I can't place it, but it just seems different in a bad way.",1
Mohit,0
My name is Manish rawat,1
Please holi festival game me,1
RANJAN KR. ROY SUBSCRIBE NOW,1
Its tooo nice of all the version,1
"I must want to tell that I used to play this game when I was of 12 year old. I like this game a lot. There is a fun in playing this game. The most interesting thing,I like to do in this game is to complete the challenges.",1
So nice game I love it,0
This game is so good I love this game,0
This is most time pass game so good game i love this game kon be is game ko gaali mat do i love this 😘😘😘😘😘😍😍😘😘,1
Temple run game is very good I love this game but updating to late,0
Khub valo akta game khub valo laga,1
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 this is game🤣🤣🤣🤣🙋🙋 verygood🙋🙋🙋🙋🙋🙋🙋 thank you,1
Nice game,0
Nise,1
RUsiT 😍😎🇱🇰,1
I like this game,0
Good,0
Nice game,0
I like the game very very very very very very much,1
Nice Nice,1
Such a very nice game i want always this old version known sky summit thats good,1
BABU PAHALWAN,1
Before when i installed this app then it was good but now when i installed from 3 years i am waiting for global challenge but nothing come i hate this game ok and when i play no diamond come,1
Muhmadfaizan,1
My videos are you page as you can see the for you page as you can see the good news 😱,1
I like this game very much 😀😀😀😃😃😃😃😃😃😃😃😃😃😃,0
Good,0
Very nice game,0
😍🔥Samiya 😍🔥খুব ভালো,1
beautiful game,1
nice,0
This game is my favourite game,1
I love this game but I don't know if I can help in any way I can get a ride to be a part by the way I have a few questions regarding the same time I don't have a y I y I,1
op,0
Caca,1
Nice game Gajab,1
I think it is better,0
So amazing game I have been play it before but now I install it again cause I know this is so fun game,1
It is nice game.........i love this game.....it is enjoyable and precious game i loved it.......... thanks for making this game........,1
Nice so nice Holi wala bahut achha hai,1
I have never played it before but after playing I enjoyed it very much. Very good game 😀,0
Good,0
Super,0
😁😃😊😍😍☺️☺️🙂😙😄😁😘,0
Super,0
I love it,0
Super bowl,1
This app is so good and i like it . Fantastic,1
Manesh,1
It is great,0
Its really adventures game n its too good,1
Super,0
Good,0
It seems to be working great so far. Only been today but my phone is not ringing off the hook,1
Good,0
Stop SPAM,0
Bye bye spam calls! Hiya has delivered.,0
Even after leaving a review and subscribing the app keeps pestering for reviews. I've down graded my opinion,1
HATE ALL THE SPRAM CALLS EVERYDAY,1
New beginner0,0
Awesome...,0
Installed and set up 3 hrs ago and 6 robocalls blocked already - getting 15-20 calls a day in last few days - CRAZY! - this app looks like a keeper.,0
Beautiful and Beats TrueCall*r any day.❤️👍( ˘ ³˘)♥,1
Cedricosborn,1
Useless. Was getting non stop spam calls. Downloaded hiya and set the area code of the spam numbers to be blocked An hour later still got them,1
Great Experience so far with this bank,0
Nice,0
Good,0
Very good app,0
After update this app become unuseful,0
Cant make UPI payments....and keeps hanging in between,0
Jh,1
Very disappointed... This app keep crashing all the time.. Showing something went wrong and unable to use plz fix this issues and very annoying experience after the update.,1
Perfect 👍,0
Helpful,0
App Not Opening,0
Good,0
Nice my fvet bank,1
Good service,0
Awesome,0
"Waste application of federal Bank nre people's can't use this app, i know this old version because new version not working without otp nre guys, how to manage in india this version without roaming. No advance thinking..very bad..",1
Very good,0
Nice,0
Good,0
Good support,0
"After Update, Application working so fast. Thanks to FedMlbile Team",1
Good,0
This time worst.. why don't optimize you app and then launch... It is continuing Sending messages but not updating. I installed and Uninstalled more then 3 times.. Really pathetic.. Please Improve and don't give excuses of security issues and Blah blahh..,1
This is a world number one game,0
dhinush,1
নাইস অ্যপ,0
Awesome,0
FARHAN TAK ki favourite game,1
Opi,1
Vera level bro,0
❤️,0
Good 👍,0
Not available Idiot game idiot game I not touching,1
Super,0
Ms,0
Thanks again for your time and consideration and I will be in the day of the year and the other day that works for us thanks for your chanel bags and shoes and boots the chemists of this email is strictly prohibited by law or may be a good idea to get the day of your help with this email and any attachment to this video is pinned the hi res file max of the most important to me thanks thanks thanks and have r the thanks button to send the day and I have a good times the day before yesterday I wa,1
Ok,0
I PLAY THIS GAME IN PC VERY BEST GAME PLAY,0
Super,0
♥️,0
Dinesh Rajput Lodha,1
🌟🌟🌟👍🏼,0
🙌👌✌🏻❤️❤️,0
Lion,0
Anas,1
Patel himanshu,1
Please make a new car rest all is ok,0
Awesome game,0
It is my first favourite game with offline,1
Same,0
Cool girl,0
❤️❤️,0
Great game,0
Pls download may game pls hill climb😅😅,1
Superb game,0
ok,0
Like,0
Very nice 👌🏻👍👌🏻 game,0
Jjjjkkkhhbbikk I am girl please Mera boyfriend banna Chahta hai to mujhe friend of mine and I am girl please Mera boyfriend banna Chahta hai to be baj,1
Guys I have im Rehan khan and I have been working in game and I like for hill climb racing,1
More update pls,0
This games is interesting and have a nice,1
This game is a fantastic I love this game,0
Good,0
Jj,1
Hello climb racjng,1
Nice game,0
Ttt,1
shanto,1
👌👌👌👌,0
Prakash tadvi,1
🔫🔫🔫,0
Super game super super super,0
The good news is that I can get it to hear from then onwards I am writing to have a good time to have,0
Very very very good game hill climb racing,0
धणधनास्,0
Kartik,1
Legrjrnrgv b,1
Very fun game!!!!!😁,0
Good,0
Oh nice a game,1
I Love my. Game,0
It is good,0
I love game,0
I hate this game.because this game is very worst game I have seened.so for me it is worst game,1
This is a racing game,0
ʙ➋ᴋ ᭄✿ʀᴀʜᴀɴ ᭄࿐™,1
Like is,0
Op bhai,1
No Star ⭐ to this game,0
It's an amazing game,0
Very nice game 👍,0
Nice game,0
Parasaram Kokare lover Free fire,1
This game is very good,0
Best game ever.,0
Download,0
Mast 5dotes5ots84riraits8r. Features. Gjc get. Send do due Hello everyone. Abuse again with eh the first ever expanding do you do for sale for getting for getting ft for dinner zoom software solutions email ed scratch get Ubuntu by date get just. Do ft. For knowing I just hope you don't think so vying for u for u u do HSBC for. Do for dinner so udaipur Salcombe kick from various types for further details you ever unacceptable from from school dgj for. For u do use junior tnx. Get. For the email,1
Very interested game..😃😃😃😃❤️❤️❤️💯💯👍👍,1
goodXperians,1
Yahoo.m.,0
Thop ❤️👍,1
Op,0
blessed,0
WHAT A GAME,0
Hff,1
B0000000000000,0
It is a good game but its have our rules with demand.,0
Very nice,0
😊😊,0
"I think there were many ads but still, I liked it! Playing since I was 8. Now I'm 15.",0
My feverete,1
This is my favorite game,0
I Like this game,0
This is very interstrating game i like this game. I like this game very much this game is very interesting and hill climbing race has cars I like that and I like highway like this game .,1
If you think game is bad you are mad,0
Hi game 👋👋👋👋👋👋👋👋👋👋👋👋👋👋👋👋👋👋👋🙏👍❤️😘💞💞💞😘💞💞😘💞😘💞😘,0
"Adds. After anything you do, ADDS!",0
🥒🥦🥦🥦🥦🥦🥦🏹🥅🥋🥋🥅🏂🥋,0
OK,0
😊😘🥰😄😄😘😄🥰😋😍😋🥰😄😋😍🤩😘🤩😊😍😍😍😋😋😍🤗😋😍😋🥰😋😋😍😋🥰😍😋 😊😋,0
Its consume too much data😔,1
"I subscribed to Altbalaji My transaction was done, I also got OTP But I have not subscribed and three hundred rupees have gone out of my account. Please be careful while subscribing to Altabalaji",1
Data to bhoot fast finish krta h ye app.. h to thik but data ki problem jyada lgi,1
Super,0
Ghatiya app subscription kiya firbhi show nahi dikhta Useless app don't subscribe,1
"What the hell of this app name used god and show the nonsense narrow thought. Why give the platform to narrow thinking people is it our culture. If Nudity , fluttering and style is modernity than i will remain traditional its my identity and i like it. Plz change the name Altbalaji to ALTNonsene Jai shri Ram",1
"Very bad very very very bad, video is not supported....",0
Best earning app,0
Unknown error don't seen videos. Completely. Cheated users,1
Irritating: hey guys don't subscribed this one Actually I have already subscribed but now it is asking again to do the same And one more thing if you want to be any kind of help there's nothing 🤨🤨🤨🤨,1
after subscribe its not working,1
Bug,0
I have payed the subscription fees still it shows I haven't money has been deducted still I m not able to watch the shows! This is horrible,1
Ab acha chal raha he problem solve ho gai,1
Love game,0
Great GAMe,1
Good app,0
Awsome game it's just difficult to make money,1
👌👌👌👌👌👌,0
I in love with this game and I shear the game with my family and friends and they love it,1
This game is over power and this is game and I'm very impressed,1
I love it 💓,0
When i went on the support team told them about the erro its till not fixed,1
I this game,1
Nice one,0
Good. Game,0
It's awesome,0
